name,team,date,injury,sport
Patrick Beverley,Minnesota Timberwolves,14-11-2019,calf,basketball
Patrick Beverley,Minnesota Timberwolves,12-12-2019,concussion,basketball
Patrick Beverley,Minnesota Timberwolves,13-12-2019,concussion,basketball
Patrick Beverley,Minnesota Timberwolves,22-12-2019,groin,basketball
Patrick Beverley,Minnesota Timberwolves,30-12-2019,wrist,basketball
Patrick Beverley,Minnesota Timberwolves,31-12-2019,wrist,basketball
Patrick Beverley,Minnesota Timberwolves,22-01-2020,groin,basketball
Patrick Beverley,Minnesota Timberwolves,07-02-2020,groin,basketball
Patrick Beverley,Minnesota Timberwolves,08-02-2020,groin,basketball
Patrick Beverley,Minnesota Timberwolves,05-08-2020,calf,basketball
Patrick Beverley,Minnesota Timberwolves,19-08-2020,calf,basketball
Jake Layman,Minnesota Timberwolves,20-11-2019,toe,basketball
Jaylen Nowell,Minnesota Timberwolves,21-02-2020,illness,basketball
Josh Okogie,Minnesota Timberwolves,16-11-2019,knee,basketball
Josh Okogie,Minnesota Timberwolves,23-11-2019,knee,basketball
Taurean Prince,Minnesota Timberwolves,06-11-2018,ankle,basketball
Taurean Prince,Minnesota Timberwolves,15-11-2018,achilles,basketball
Taurean Prince,Minnesota Timberwolves,17-11-2018,achilles,basketball
Taurean Prince,Minnesota Timberwolves,04-12-2018,ankle,basketball
Taurean Prince,Minnesota Timberwolves,05-12-2018,ankle,basketball
Taurean Prince,Minnesota Timberwolves,29-03-2019,foot,basketball
Taurean Prince,Minnesota Timberwolves,07-07-2020,virus,basketball
Naz Reid,Minnesota Timberwolves,23-10-2019,shoulder,basketball
Naz Reid,Minnesota Timberwolves,04-12-2019,shoulder,basketball
D'Angelo Russell,Minnesota Timberwolves,04-01-2016,illness,basketball
D'Angelo Russell,Minnesota Timberwolves,08-01-2016,ankle,basketball
D'Angelo Russell,Minnesota Timberwolves,18-11-2016,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,21-11-2016,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,22-11-2016,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,21-01-2017,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,22-01-2017,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,05-04-2017,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,25-10-2017,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,12-11-2017,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,14-11-2017,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,17-11-2017,knee,basketball
D'Angelo Russell,Minnesota Timberwolves,02-11-2019,ankle,basketball
D'Angelo Russell,Minnesota Timberwolves,16-11-2019,thumb,basketball
D'Angelo Russell,Minnesota Timberwolves,29-11-2019,thumb,basketball
D'Angelo Russell,Minnesota Timberwolves,31-12-2019,shoulder,basketball
D'Angelo Russell,Minnesota Timberwolves,04-01-2020,shoulder,basketball
D'Angelo Russell,Minnesota Timberwolves,03-02-2020,quadriceps,basketball
D'Angelo Russell,Minnesota Timberwolves,08-02-2020,quadriceps,basketball
Karl-Anthony Towns,Minnesota Timberwolves,22-02-2019,concussion,basketball
Karl-Anthony Towns,Minnesota Timberwolves,10-03-2019,knee,basketball
Karl-Anthony Towns,Minnesota Timberwolves,09-04-2019,knee,basketball
Karl-Anthony Towns,Minnesota Timberwolves,10-04-2019,knee,basketball
Karl-Anthony Towns,Minnesota Timberwolves,18-12-2019,knee,basketball
Karl-Anthony Towns,Minnesota Timberwolves,20-12-2019,knee,basketball
Karl-Anthony Towns,Minnesota Timberwolves,12-02-2020,wrist,basketball
Jarred Vanderbilt,Minnesota Timberwolves,16-10-2018,foot,basketball
Jarred Vanderbilt,Minnesota Timberwolves,17-10-2018,foot,basketball
Darius Bazley,Oklahoma City Thunder,10-02-2020,knee,basketball
Darius Bazley,Oklahoma City Thunder,11-02-2020,knee,basketball
Luguentz Dort,Oklahoma City Thunder,13-08-2020,knee,basketball
Derrick Favors,Oklahoma City Thunder,09-12-2010,thigh,basketball
Derrick Favors,Oklahoma City Thunder,23-03-2011,ankle,basketball
Derrick Favors,Oklahoma City Thunder,17-01-2012,ankle,basketball
Derrick Favors,Oklahoma City Thunder,01-12-2012,foot,basketball
Derrick Favors,Oklahoma City Thunder,03-12-2012,foot,basketball
Derrick Favors,Oklahoma City Thunder,05-12-2012,foot,basketball
Derrick Favors,Oklahoma City Thunder,07-12-2012,foot,basketball
Derrick Favors,Oklahoma City Thunder,09-12-2012,foot,basketball
Derrick Favors,Oklahoma City Thunder,07-12-2013,back,basketball
Derrick Favors,Oklahoma City Thunder,21-01-2014,hip,basketball
Derrick Favors,Oklahoma City Thunder,31-01-2014,hip,basketball
Derrick Favors,Oklahoma City Thunder,19-02-2014,hip,basketball
Derrick Favors,Oklahoma City Thunder,01-12-2014,flu,basketball
Derrick Favors,Oklahoma City Thunder,14-12-2014,ankle,basketball
Derrick Favors,Oklahoma City Thunder,28-03-2015,back,basketball
Derrick Favors,Oklahoma City Thunder,13-04-2015,back,basketball
Derrick Favors,Oklahoma City Thunder,26-12-2015,back,basketball
Derrick Favors,Oklahoma City Thunder,01-04-2016,knee,basketball
Derrick Favors,Oklahoma City Thunder,10-04-2016,knee,basketball
Derrick Favors,Oklahoma City Thunder,13-04-2016,knee,basketball
Derrick Favors,Oklahoma City Thunder,24-10-2016,knee,basketball
Derrick Favors,Oklahoma City Thunder,15-11-2016,knee,basketball
Derrick Favors,Oklahoma City Thunder,17-11-2016,knee,basketball
Derrick Favors,Oklahoma City Thunder,20-12-2016,knee,basketball
Derrick Favors,Oklahoma City Thunder,07-03-2017,knee,basketball
Derrick Favors,Oklahoma City Thunder,08-03-2017,knee,basketball
Derrick Favors,Oklahoma City Thunder,09-04-2017,knee,basketball
Derrick Favors,Oklahoma City Thunder,10-04-2017,knee,basketball
Derrick Favors,Oklahoma City Thunder,16-12-2017,eye,basketball
Derrick Favors,Oklahoma City Thunder,18-12-2017,concussion,basketball
Derrick Favors,Oklahoma City Thunder,10-01-2018,ankle,basketball
Derrick Favors,Oklahoma City Thunder,05-03-2018,neck,basketball
Derrick Favors,Oklahoma City Thunder,19-03-2018,knee,basketball
Derrick Favors,Oklahoma City Thunder,20-03-2018,knee,basketball
Derrick Favors,Oklahoma City Thunder,28-10-2018,knee,basketball
Derrick Favors,Oklahoma City Thunder,31-03-2019,back,basketball
Derrick Favors,Oklahoma City Thunder,01-04-2019,back,basketball
Derrick Favors,Oklahoma City Thunder,28-10-2019,knee,basketball
Derrick Favors,Oklahoma City Thunder,17-11-2019,back,basketball
Derrick Favors,Oklahoma City Thunder,11-01-2020,hamstring,basketball
Derrick Favors,Oklahoma City Thunder,20-01-2020,back,basketball
Shai Gilgeous-Alexander,Oklahoma City Thunder,08-03-2020,hip,basketball
Shai Gilgeous-Alexander,Oklahoma City Thunder,10-08-2020,calf,basketball
Ty Jerome,Oklahoma City Thunder,22-10-2019,ankle,basketball
Ty Jerome,Oklahoma City Thunder,23-10-2019,ankle,basketball
Ty Jerome,Oklahoma City Thunder,02-02-2020,calf,basketball
Mike Muscala,Oklahoma City Thunder,29-10-2015,ankle,basketball
Mike Muscala,Oklahoma City Thunder,03-11-2015,ankle,basketball
Mike Muscala,Oklahoma City Thunder,06-11-2015,ankle,basketball
Mike Muscala,Oklahoma City Thunder,15-01-2017,ankle,basketball
Mike Muscala,Oklahoma City Thunder,18-01-2017,ankle,basketball
Mike Muscala,Oklahoma City Thunder,04-11-2017,ankle,basketball
Mike Muscala,Oklahoma City Thunder,06-11-2017,ankle,basketball
Mike Muscala,Oklahoma City Thunder,18-11-2017,ankle,basketball
Mike Muscala,Oklahoma City Thunder,20-11-2017,ankle,basketball
Mike Muscala,Oklahoma City Thunder,02-12-2017,ankle,basketball
Mike Muscala,Oklahoma City Thunder,16-10-2018,ankle,basketball
Mike Muscala,Oklahoma City Thunder,10-11-2018,nose,basketball
Mike Muscala,Oklahoma City Thunder,12-12-2018,illness,basketball
Mike Muscala,Oklahoma City Thunder,21-02-2019,ankle,basketball
Mike Muscala,Oklahoma City Thunder,22-03-2019,ankle,basketball
Mike Muscala,Oklahoma City Thunder,24-03-2019,ankle,basketball
Mike Muscala,Oklahoma City Thunder,04-08-2020,concussion,basketball
Svi Mykhailiuk,Oklahoma City Thunder,05-04-2019,finger,basketball
Svi Mykhailiuk,Oklahoma City Thunder,03-02-2020,hip,basketball
Isaiah Roby,Oklahoma City Thunder,28-12-2019,foot,basketball
Isaiah Roby,Oklahoma City Thunder,03-03-2020,foot,basketball
Kenrich Williams,Oklahoma City Thunder,01-12-2019,ankle,basketball
Kenrich Williams,Oklahoma City Thunder,08-01-2020,back,basketball
Kenrich Williams,Oklahoma City Thunder,11-01-2020,back,basketball
Robert Covington,Portland Trail Blazers,14-01-2015,shoulder,basketball
Robert Covington,Portland Trail Blazers,02-03-2015,elbow,basketball
Robert Covington,Portland Trail Blazers,26-10-2015,knee,basketball
Robert Covington,Portland Trail Blazers,03-11-2015,knee,basketball
Robert Covington,Portland Trail Blazers,12-03-2016,concussion,basketball
Robert Covington,Portland Trail Blazers,02-12-2016,ankle,basketball
Robert Covington,Portland Trail Blazers,03-12-2016,knee,basketball
Robert Covington,Portland Trail Blazers,01-02-2017,wrist,basketball
Robert Covington,Portland Trail Blazers,12-03-2017,knee,basketball
Robert Covington,Portland Trail Blazers,29-03-2017,knee,basketball
Robert Covington,Portland Trail Blazers,30-03-2017,knee,basketball
Robert Covington,Portland Trail Blazers,10-12-2017,back,basketball
Robert Covington,Portland Trail Blazers,08-12-2018,knee,basketball
Robert Covington,Portland Trail Blazers,02-01-2019,knee,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,06-12-2015,ankle,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,09-12-2015,ankle,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,10-12-2015,ankle,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,25-11-2016,ankle,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,04-01-2017,hip,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,07-11-2017,hip,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,27-11-2017,ankle,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,27-01-2018,groin,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,17-10-2018,groin,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,16-11-2018,ankle,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,02-01-2019,adductor,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,21-10-2019,groin,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,08-11-2019,groin,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,28-01-2020,ankle,basketball
Rondae Hollis-Jefferson,Portland Trail Blazers,21-08-2020,knee,basketball
T.J. Leaf,Portland Trail Blazers,04-11-2017,ankle,basketball
T.J. Leaf,Portland Trail Blazers,05-11-2017,ankle,basketball
T.J. Leaf,Portland Trail Blazers,26-01-2018,ankle,basketball
T.J. Leaf,Portland Trail Blazers,07-02-2018,calf,basketball
T.J. Leaf,Portland Trail Blazers,11-02-2018,calf,basketball
T.J. Leaf,Portland Trail Blazers,18-10-2018,ankle,basketball
T.J. Leaf,Portland Trail Blazers,24-01-2020,knee,basketball
Damian Lillard,Portland Trail Blazers,26-12-2016,ankle,basketball
Damian Lillard,Portland Trail Blazers,10-04-2017,foot,basketball
Damian Lillard,Portland Trail Blazers,21-12-2017,hamstring,basketball
Damian Lillard,Portland Trail Blazers,07-01-2018,calf,basketball
Damian Lillard,Portland Trail Blazers,05-04-2018,ankle,basketball
Damian Lillard,Portland Trail Blazers,26-01-2019,knee,basketball
Damian Lillard,Portland Trail Blazers,19-11-2019,back,basketball
Damian Lillard,Portland Trail Blazers,23-11-2019,back,basketball
Damian Lillard,Portland Trail Blazers,13-02-2020,groin,basketball
Damian Lillard,Portland Trail Blazers,02-03-2020,groin,basketball
Damian Lillard,Portland Trail Blazers,25-08-2020,knee,basketball
Nassir Little,Portland Trail Blazers,12-12-2019,back,basketball
Nassir Little,Portland Trail Blazers,20-12-2019,back,basketball
Nassir Little,Portland Trail Blazers,05-02-2020,ankle,basketball
Ben McLemore,Portland Trail Blazers,01-02-2016,wrist,basketball
Ben McLemore,Portland Trail Blazers,07-02-2016,wrist,basketball
Ben McLemore,Portland Trail Blazers,09-03-2016,finger,basketball
Ben McLemore,Portland Trail Blazers,08-08-2017,foot,basketball
Ben McLemore,Portland Trail Blazers,17-10-2017,foot,basketball
Ben McLemore,Portland Trail Blazers,26-01-2018,knee,basketball
Ben McLemore,Portland Trail Blazers,08-03-2020,gastroenteritis,basketball
Larry Nance Jr.,Portland Trail Blazers,28-10-2015,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,03-11-2015,nose,basketball
Larry Nance Jr.,Portland Trail Blazers,17-01-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,31-01-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,02-02-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,22-03-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,28-03-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,07-11-2016,concussion,basketball
Larry Nance Jr.,Portland Trail Blazers,08-11-2016,concussion,basketball
Larry Nance Jr.,Portland Trail Blazers,03-12-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,21-12-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,22-12-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,23-12-2016,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,03-11-2017,thumb,basketball
Larry Nance Jr.,Portland Trail Blazers,03-11-2017,thumb,basketball
Larry Nance Jr.,Portland Trail Blazers,15-03-2018,hamstring,basketball
Larry Nance Jr.,Portland Trail Blazers,17-10-2018,ankle,basketball
Larry Nance Jr.,Portland Trail Blazers,09-01-2019,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,10-03-2019,rib,basketball
Larry Nance Jr.,Portland Trail Blazers,12-03-2019,rib,basketball
Larry Nance Jr.,Portland Trail Blazers,17-11-2019,thumb,basketball
Larry Nance Jr.,Portland Trail Blazers,23-12-2019,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,03-01-2020,knee,basketball
Larry Nance Jr.,Portland Trail Blazers,04-01-2020,knee,basketball
Jusuf Nurkic,Portland Trail Blazers,27-02-2015,ankle,basketball
Jusuf Nurkic,Portland Trail Blazers,26-10-2015,knee,basketball
Jusuf Nurkic,Portland Trail Blazers,30-10-2015,knee,basketball
Jusuf Nurkic,Portland Trail Blazers,15-01-2016,ankle,basketball
Jusuf Nurkic,Portland Trail Blazers,23-02-2016,knee,basketball
Jusuf Nurkic,Portland Trail Blazers,14-03-2016,knee,basketball
Jusuf Nurkic,Portland Trail Blazers,28-03-2016,illness,basketball
Jusuf Nurkic,Portland Trail Blazers,31-03-2017,leg,basketball
Jusuf Nurkic,Portland Trail Blazers,01-04-2017,leg,basketball
Jusuf Nurkic,Portland Trail Blazers,04-04-2017,leg,basketball
Jusuf Nurkic,Portland Trail Blazers,06-04-2017,leg,basketball
Jusuf Nurkic,Portland Trail Blazers,24-04-2017,leg,basketball
Jusuf Nurkic,Portland Trail Blazers,08-12-2017,ankle,basketball
Jusuf Nurkic,Portland Trail Blazers,09-12-2017,ankle,basketball
Jusuf Nurkic,Portland Trail Blazers,30-01-2019,knee,basketball
Jusuf Nurkic,Portland Trail Blazers,26-03-2019,leg,basketball
Jusuf Nurkic,Portland Trail Blazers,27-03-2019,leg,basketball
Norman Powell,Portland Trail Blazers,14-11-2017,hip,basketball
Norman Powell,Portland Trail Blazers,15-03-2018,ankle,basketball
Norman Powell,Portland Trail Blazers,06-11-2018,shoulder,basketball
Norman Powell,Portland Trail Blazers,19-12-2019,shoulder,basketball
Norman Powell,Portland Trail Blazers,20-12-2019,shoulder,basketball
Norman Powell,Portland Trail Blazers,01-02-2020,hand,basketball
Norman Powell,Portland Trail Blazers,02-02-2020,hand,basketball
Anfernee Simons,Portland Trail Blazers,08-12-2018,illness,basketball
Anfernee Simons,Portland Trail Blazers,11-02-2020,concussion,basketball
Tony Snell,Portland Trail Blazers,26-10-2016,ankle,basketball
Tony Snell,Portland Trail Blazers,08-12-2017,knee,basketball
Tony Snell,Portland Trail Blazers,28-02-2018,thigh,basketball
Tony Snell,Portland Trail Blazers,25-03-2019,ankle,basketball
Tony Snell,Portland Trail Blazers,26-03-2019,ankle,basketball
Tony Snell,Portland Trail Blazers,28-03-2019,ankle,basketball
Tony Snell,Portland Trail Blazers,19-11-2019,hip,basketball
Tony Snell,Portland Trail Blazers,23-11-2019,hip,basketball
Tony Snell,Portland Trail Blazers,24-01-2020,illness,basketball
Cody Zeller,Portland Trail Blazers,12-10-2013,appendectomy (out indefinitely),basketball
Cody Zeller,Portland Trail Blazers,08-01-2015,shoulder,basketball
Cody Zeller,Portland Trail Blazers,11-03-2015,shoulder,basketball
Cody Zeller,Portland Trail Blazers,22-03-2015,shoulder,basketball
Cody Zeller,Portland Trail Blazers,22-04-2015,shoulder,basketball
Cody Zeller,Portland Trail Blazers,13-11-2015,ankle,basketball
Cody Zeller,Portland Trail Blazers,20-11-2015,ankle,basketball
Cody Zeller,Portland Trail Blazers,21-01-2016,shoulder,basketball
Cody Zeller,Portland Trail Blazers,29-01-2016,shoulder,basketball
Cody Zeller,Portland Trail Blazers,06-10-2016,knee,basketball
Cody Zeller,Portland Trail Blazers,19-11-2016,shoulder,basketball
Cody Zeller,Portland Trail Blazers,21-11-2016,shoulder,basketball
Cody Zeller,Portland Trail Blazers,02-01-2017,concussion,basketball
Cody Zeller,Portland Trail Blazers,09-01-2017,illness,basketball
Cody Zeller,Portland Trail Blazers,25-01-2017,quadriceps,basketball
Cody Zeller,Portland Trail Blazers,11-02-2017,quadriceps,basketball
Cody Zeller,Portland Trail Blazers,20-10-2017,knee,basketball
Cody Zeller,Portland Trail Blazers,07-12-2017,knee,basketball
Cody Zeller,Portland Trail Blazers,08-12-2017,knee,basketball
Cody Zeller,Portland Trail Blazers,28-02-2018,knee,basketball
Cody Zeller,Portland Trail Blazers,10-03-2018,knee,basketball
Cody Zeller,Portland Trail Blazers,02-12-2018,rib,basketball
Cody Zeller,Portland Trail Blazers,01-01-2019,hand,basketball
Cody Zeller,Portland Trail Blazers,02-01-2019,hand,basketball
Cody Zeller,Portland Trail Blazers,11-03-2019,knee,basketball
Cody Zeller,Portland Trail Blazers,15-03-2019,knee,basketball
Cody Zeller,Portland Trail Blazers,27-11-2019,hip,basketball
Bojan Bogdanovic,Utah Jazz,23-02-2015,ankle,basketball
Bojan Bogdanovic,Utah Jazz,25-03-2017,back,basketball
Bojan Bogdanovic,Utah Jazz,06-01-2018,ankle,basketball
Bojan Bogdanovic,Utah Jazz,10-04-2019,hand,basketball
Bojan Bogdanovic,Utah Jazz,25-10-2019,ankle,basketball
Bojan Bogdanovic,Utah Jazz,18-05-2020,wrist,basketball
Jordan Clarkson,Utah Jazz,15-04-2015,ankle,basketball
Jordan Clarkson,Utah Jazz,11-12-2015,ankle,basketball
Jordan Clarkson,Utah Jazz,04-03-2016,knee,basketball
Jordan Clarkson,Utah Jazz,18-12-2018,back,basketball
Rudy Gay,Utah Jazz,01-01-2011,virus,basketball
Rudy Gay,Utah Jazz,08-02-2011,toe,basketball
Rudy Gay,Utah Jazz,16-02-2011,shoulder,basketball
Rudy Gay,Utah Jazz,21-02-2011,shoulder,basketball
Rudy Gay,Utah Jazz,25-03-2011,shoulder,basketball
Rudy Gay,Utah Jazz,13-03-2012,concussion,basketball
Rudy Gay,Utah Jazz,02-03-2013,back,basketball
Rudy Gay,Utah Jazz,10-03-2013,back,basketball
Rudy Gay,Utah Jazz,23-03-2013,back,basketball
Rudy Gay,Utah Jazz,24-01-2014,achilles,basketball
Rudy Gay,Utah Jazz,07-02-2014,illness,basketball
Rudy Gay,Utah Jazz,08-04-2014,back,basketball
Rudy Gay,Utah Jazz,09-04-2014,back,basketball
Rudy Gay,Utah Jazz,13-04-2014,back,basketball
Rudy Gay,Utah Jazz,25-11-2014,achilles,basketball
Rudy Gay,Utah Jazz,16-01-2015,knee,basketball
Rudy Gay,Utah Jazz,08-02-2015,foot,basketball
Rudy Gay,Utah Jazz,14-03-2015,knee,basketball
Rudy Gay,Utah Jazz,01-04-2015,concussion,basketball
Rudy Gay,Utah Jazz,03-04-2015,concussion,basketball
Rudy Gay,Utah Jazz,08-04-2015,concussion,basketball
Rudy Gay,Utah Jazz,13-11-2015,gastroenteritis,basketball
Rudy Gay,Utah Jazz,21-11-2015,shoulder,basketball
Rudy Gay,Utah Jazz,21-01-2016,heel,basketball
Rudy Gay,Utah Jazz,26-01-2016,eye,basketball
